experiment,day,algae,rotifers,egg_ratio,eggs,dead,medium_N
10,119.0,0.38,6.02,0.37,2.21,0.4,80.0
10,120.0,0.53,5.62,1.14,6.42,0.4,80.0
10,121.0,0.38,7.63,0.37,2.81,0.4,80.0
10,122.0,0.47,10.84,0.33,3.61,0.4,80.0
10,123.0,0.44,6.02,0.7,4.21,0.4,80.0
10,124.0,0.41,7.63,0.45,3.41,0.4,80.0
10,125.0,0.4,3.01,0.4,1.2,0.0,80.0
10,126.0,0.45,5.22,0.69,3.61,0.0,80.0
10,127.0,0.48,9.43,0.47,4.41,0.4,80.0
10,128.0,0.36,4.62,0.52,2.41,0.4,80.0
10,129.0,0.4,4.41,0.59,2.61,0.0,80.0
10,130.0,0.29,4.01,0.6,2.41,0.4,80.0
10,131.0,0.29,3.21,1.0,3.21,0.6,80.0
10,132.0,0.31,2.41,1.08,2.61,0.4,80.0
10,133.0,0.47,2.41,0.67,1.61,0.0,80.0
10,134.0,0.5,9.03,0.87,7.83,0.0,80.0
10,135.0,0.43,8.43,0.69,5.82,0.2,80.0
10,136.0,0.51,6.42,0.84,5.42,0.4,80.0
10,137.0,0.34,10.84,0.74,8.03,0.0,80.0
10,138.0,0.32,12.04,0.4,4.82,0.0,80.0
10,139.0,0.39,10.84,0.56,6.02,0.0,80.0
10,140.0,0.34,6.42,0.88,5.62,0.0,80.0
10,141.0,0.41,8.23,1.2,9.83,0.2,80.0
10,142.0,0.34,14.45,0.82,11.84,0.2,80.0
10,143.0,0.42,8.63,0.77,6.62,0.0,80.0
10,144.0,0.34,9.63,0.54,5.22,0.2,80.0
10,145.0,0.36,14.05,0.37,5.22,0.8,80.0
10,146.0,0.28,10.64,0.23,2.41,0.4,80.0
10,147.0,0.38,10.23,0.57,5.82,0.0,80.0
10,148.0,0.31,22.27,0.77,17.06,0.6,80.0
10,149.0,0.33,14.45,0.6,8.63,0.2,80.0
10,150.0,0.28,13.85,0.45,6.22,0.0,80.0
10,151.0,0.33,11.64,0.62,7.22,0.0,80.0
10,152.0,0.35,8.03,0.65,5.22,0.4,80.0
10,153.0,0.44,7.42,0.59,4.41,0.4,80.0
10,154.0,0.53,14.65,0.7,10.23,0.6,80.0
10,155.0,0.47,21.47,0.57,12.24,0.0,80.0
10,156.0,0.45,14.65,0.6,8.83,0.0,80.0
10,157.0,0.46,24.68,0.46,11.24,0.4,80.0
10,158.0,0.33,13.44,0.39,5.22,0.2,80.0
10,159.0,0.34,11.04,0.6,6.62,0.0,80.0
10,160.0,0.23,7.42,0.35,2.61,0.0,80.0
10,161.0,0.29,10.23,0.49,5.02,0.2,80.0
10,162.0,0.29,11.24,0.71,8.03,0.4,80.0
10,163.0,0.4,5.22,0.69,3.61,0.4,80.0
10,164.0,1.66,9.43,0.57,5.42,0.8,80.0
10,165.0,0.44,8.03,0.75,6.02,0.4,80.0
10,166.0,0.28,16.45,0.48,7.83,0.6,80.0
10,167.0,,,,,,80.0
10,168.0,0.31,10.43,0.33,3.41,0.8,80.0
10,169.0,0.37,9.03,1.07,9.63,0.4,80.0
10,170.0,0.4,7.83,1.03,8.03,0.2,80.0
10,171.0,0.28,12.44,0.58,7.22,0.6,80.0
10,172.0,0.18,14.45,0.36,5.22,0.0,80.0
10,173.0,0.15,9.83,0.18,1.81,0.6,80.0
10,174.0,0.34,2.41,0.58,1.4,0.0,80.0
10,175.0,0.31,3.61,0.33,1.2,0.0,80.0
10,176.0,0.28,5.82,1.03,6.02,0.0,80.0
10,177.0,0.23,9.03,0.6,5.42,0.2,80.0
10,178.0,0.19,0.8,1.0,0.8,0.0,80.0
10,179.0,0.28,1.2,0.67,0.8,0.0,80.0
10,180.0,0.24,4.82,0.33,1.61,0.4,80.0
10,181.0,0.24,5.42,0.48,2.61,0.0,80.0
10,182.0,0.27,11.64,0.47,5.42,0.0,80.0
10,183.0,0.48,9.63,0.6,5.82,0.2,80.0
10,184.0,0.23,6.02,0.23,1.4,0.6,80.0
10,185.0,0.22,3.41,0.41,1.4,0.0,80.0
10,186.0,0.89,9.63,0.42,4.01,0.8,80.0
10,187.0,0.18,4.41,0.14,0.6,0.0,80.0
10,188.0,0.2,5.22,0.31,1.61,0.0,80.0
10,189.0,0.24,3.81,0.42,1.61,0.0,80.0
10,190.0,0.22,4.01,0.9,3.61,0.2,80.0
10,191.0,0.27,9.63,0.35,3.41,0.0,80.0
10,192.0,0.26,5.22,0.92,4.82,0.2,80.0
10,193.0,0.27,7.83,0.59,4.62,0.4,80.0
10,194.0,0.16,5.82,0.72,4.21,1.4,80.0
10,195.0,0.29,8.83,0.48,4.21,0.0,80.0
10,196.0,0.24,4.82,0.54,2.61,0.4,80.0
10,197.0,0.2,2.41,0.58,1.4,0.8,80.0
